question,answer
Under what conditions can the board of a co-operative society not be superseded or kept under suspension?,The board of any such co-operative society shall not be superseded or kept under suspension where there is no Government shareholding or loan or financial assistance or any guarantee by the Government.
What prevents the board of a co-operative society from being superseded or kept under suspension?,"The board of a co-operative society cannot be superseded or kept under suspension if there is no Government shareholding, loan, financial assistance, or any form of guarantee by the Government."
What provisions apply in case of a co-operative society carrying on the business of banking?,"In case of a co-operative society carrying on the business of banking, the provisions of the Banking Regulation Act, 1949 (10 of 1949) shall also apply."
What law is applicable to a co-operative society conducting banking business?,"The Banking Regulation Act, 1949 (10 of 1949) is applicable to a co-operative society conducting banking business."
What happens in case of supersession of a board?,"In case of supersession of a board, the administrator appointed to manage the affairs of such co-operative society shall arrange for conduct of elections within the period specified in clause (1) and handover the management to be elected board."
Who arranges for the conduct of elections and hands over the management to the elected board when a board is superseded?,The administrator appointed to manage the affairs of such co-operative society arranges for the conduct of elections and hands over the management when a board is superseded.
Who can make provisions for the conditions of service of the administrator?,"The Legislature of a State may, by law, make provisions for the conditions of service of the administrator."
"Who has the authority, by law, to define the conditions of service for an administrator?",The Legislature of a State
Who is responsible for the auditing of co-operative society's accounts?,An auditor or auditing firms appointed by the general body of the co-operative society are responsible for the auditing of the co-operative society's accounts.
Who appoints the auditor or auditing firms responsible for the auditing of the co-operative society's accounts?,The auditor or auditing firms are appointed by the general body of the co-operative society.
Who determines the minimum qualifications and experience of auditors and auditing firms for co-operative societies?,The Legislature of a State lays down the minimum qualifications and experience of auditors and auditing firms.
Who lays down the minimum qualifications and experience of auditors and auditing firms for co-operative societies?,The Legislature of a State determines the minimum qualifications and experience of auditors and auditing firms.
When should the accounts of every co-operative society be audited?,The accounts of every co-operative society should be audited within six months of the close of the financial year to which such accounts relate.
What should be done within six months of the close of the financial year for every co-operative society?,The accounts of every co-operative society should be audited.
What is the timeline for the convening of the annual general body meeting of every co-operative society?,The annual general body meeting of every co-operative society should be convened within a period of six months of close of the financial year.
Within what period should the annual general body meeting of every co-operative society be convened after the close of the financial year?,The annual general body meeting of every co-operative society should be convened within a period of six months of close of the financial year.
What kind of access does a member of a co-operative society have according to the law?,"A member of a co-operative society has access to the books, information and accounts of the co-operative society kept in regular transaction of its business with such member."
What does a member of a co-operative society have access to in regular transaction of its business?,"A member of a co-operative society has access to the books, information and accounts of the co-operative society."
What provisions can the Legislature of a State make to ensure the participation of members in the management of the co-operative society?,The Legislature of a State can make provisions to ensure the participation of members in the management of the co-operative society providing minimum requirement of attending meetings by the members and utilising the minimum level of services.
What provisions can a State Legislature make to ensure member participation in co-operative society management?,A State Legislature can ensure member participation in co-operative society management by stipulating a minimum requirement for meeting attendance and service utilization.
What kind of education can the Legislature of a State provide for its members?,The Legislature of a State can provide for co-operative education and training for its members.
Who can provide co-operative education and training for its members?,The Legislature of a State can provide co-operative education and training for its members.
When should every co-operative society file returns?,Within six months of the close of every financial year.
What is the deadline for a co-operative society to file returns after the close of a financial year?,Within six months
What should the return of a co-operative society include?,"Annual report of its activities, its audited statement of accounts, plan for surplus disposal, list of amendments to the bye-laws, declaration regarding date of holding of its general body meeting and conduct of elections when due, and any other information required by the Registrar."
"What does the annual report of a co-operative society, its audited statement of accounts, plan for surplus disposal, list of amendments to the bye-laws, declaration regarding date of holding of its general body meeting and conduct of elections when due, and any other information required by the Registrar refer to?",These refer to the return of a co-operative society.
Who can make provisions for the offences relating to the co-operative societies and penalties for such offences?,The Legislature of a State.
Who has the authority to make provisions for the offences relating to co-operative societies and penalties for such offences?,The Legislature of a State.
What acts or omissions are considered as offences under the law made by the Legislature of a State?,"Making a false return or furnishing false information, not furnishing any information required, disobeying any summons, requisition or lawful written order issued under the provisions of the State Act, failing to pay to a co-operative society amount deducted from its employee within a specified period, failing to handover custody of books, accounts, documents, records, cash, security and other property belonging to a co-operative society to an authorised person."
"What are the consequences of making a false return, not providing necessary information, disobeying summons or lawful orders, failing to pay a co-operative society within a specified time, or not handing over custody of books, accounts, and other properties to an authorised person?",These acts or omissions are considered as offences under the law made by the Legislature of a State.
What does 243-ZR state about the application of provisions to multi-State co-operative societies?,"243-ZR states that the provisions of this Part apply to the multi-State co-operative societies, with the modification that any reference to 'Legislature of a State', 'State Act' or 'State Government' should be construed as a reference to 'Parliament', 'Central Act' or 'the Central Government' respectively."
"What does 243-ZR specify should be the interpretation of 'Legislature of a State', 'State Act' or 'State Government' in the context of multi-State co-operative societies?","243-ZR specifies that in the context of multi-State co-operative societies, any reference to 'Legislature of a State', 'State Act' or 'State Government' should be construed as a reference to 'Parliament', 'Central Act' or 'the Central Government' respectively."
What does 243-ZS state about the application to Union territories?,"243-ZS states that the provisions of this Part apply to the Union territories. In their application to a Union territory without a Legislative Assembly, references to the Legislature of a State should be a reference to the administrator thereof appointed under Article 239. In relation to a Union territory having a Legislative Assembly, it is to that Legislative Assembly. However, the President may direct that the provisions of this Part shall not apply to any Union territory or Part thereof as specified in a notification in the Official Gazette."
"What does 243-ZS specify in regards to its application to Union territories without a Legislative Assembly, Union territories with a Legislative Assembly, and the President's power to exempt certain Union territories?","243-ZS states that the provisions of this Part apply to the Union territories. In their application to a Union territory without a Legislative Assembly, references to the Legislature of a State should be a reference to the administrator thereof appointed under Article 239. In relation to a Union territory having a Legislative Assembly, it is to that Legislative Assembly. However, the President may direct that the provisions of this Part shall not apply to any Union territory or Part thereof as specified in a notification in the Official Gazette."
What does 243-ZT state about the continuance of existing laws?,"243-ZT states that any provision of any law relating to co-operative societies in force in a State immediately before the commencement of the Constitution (Ninety-seventh Amendment) Act, 2011, which is inconsistent with the provisions of this Part, shall continue to be in force until amended or repealed by a competent Legislature or other competent authority or until the expiration of one year from such commencement, whichever is less."
"What does 243-ZT specify about the duration and conditions under which a law relating to co-operative societies can remain in force after the commencement of the Constitution (Ninety-seventh Amendment) Act, 2011?","243-ZT states that any provision of any law relating to co-operative societies in force in a State immediately before the commencement of the Constitution (Ninety-seventh Amendment) Act, 2011, which is inconsistent with the provisions of this Part, shall continue to be in force until amended or repealed by a competent Legislature or other competent authority or until the expiration of one year from such commencement, whichever is less."
What does Article 244 state about the administration of Scheduled Areas and tribal areas?,"Article 244 states that the provisions of the Fifth Schedule shall apply to the administration and control of the Scheduled Areas and Scheduled Tribes in any State other than the States of Assam, Meghalaya, Tripura and Mizoram. The provisions of the Sixth Schedule shall apply to the administration of the tribal areas in the States of Assam, Meghalaya, Tripura and Mizoram."
"Which Schedule applies to the administration and control of the Scheduled Areas and Scheduled Tribes in any State other than the States of Assam, Meghalaya, Tripura and Mizoram according to Article 244? And which Schedule applies to the administration of the tribal areas in the States of Assam, Meghalaya, Tripura and Mizoram?","According to Article 244, the provisions of the Fifth Schedule apply to the administration and control of the Scheduled Areas and Scheduled Tribes in any State other than the States of Assam, Meghalaya, Tripura and Mizoram. The provisions of the Sixth Schedule apply to the administration of the tribal areas in the States of Assam, Meghalaya, Tripura and Mizoram."
What can the Parliament form within the State of Assam according to the constitution?,An autonomous State comprising all or any of the tribal areas specified in Part I of the table appended to paragraph 20 of the Sixth Schedule.
"Which part of the constitution specifies that an autonomous state can be formed in Assam, comprising all or any of the tribal areas?",Part I of the table appended to paragraph 20 of the Sixth Schedule.
What can be created for the autonomous State?,"A body, whether elected or partly nominated and partly elected, to function as a Legislature for the autonomous State, or a Council of Ministers, or both."
"What is the function of a body, whether elected or partly nominated and partly elected, in the autonomous State?","The body can function as a Legislature for the autonomous State, a Council of Ministers, or both."
What matters can the law specify in relation to the autonomous State?,"The matters enumerated in the State List or the Concurrent List with respect to which the Legislature of the autonomous State shall have power to make laws, the matters with respect to which the executive power of the autonomous State shall extend, any tax levied by the State of Assam that should be assigned to the autonomous State, any reference to a State in the constitution should include the autonomous State, and make any necessary supplemental, incidental and consequential provisions."
"What does the State List or the Concurrent List enumerate, what does the executive power of the autonomous State extend to, what tax is levied by the State of Assam that should be assigned to the autonomous State, what does any reference to a State in the constitution include, and what kind of provisions should be made?","The law specifies these matters in relation to the autonomous State. The State List or the Concurrent List enumerates the matters to which the Legislature of the autonomous State has the power to make laws. The executive power of the autonomous State extends to these matters. The tax that should be assigned to the autonomous State is the one levied by the State of Assam. Any reference to a State in the constitution includes the autonomous State, and any necessary supplemental, incidental, and consequential provisions should be made."
What is required for an amendment of any such law to have effect?,The amendment must be passed in each House of Parliament by not less than two-thirds of the members present and voting.
What is the procedure for an amendment to pass in each House of Parliament?,The amendment must be passed by not less than two-thirds of the members present and voting.
Is such a law considered an amendment of the constitution?,"No, it shall not be deemed to be an amendment of the constitution."
Can a law be deemed as an amendment of the constitution?,"No, it shall not be deemed to be an amendment of the constitution."
What is the purpose of Article 368?,Article 368 provides the process to amend the Constitution.
Which article provides the process to amend the Constitution?,Article 368
What is the extent of laws made by Parliament and by the Legislatures of States according to Article 245?,"According to Article 245, Parliament may make laws for the whole or any part of the territory of India, and the Legislature of a State may make laws for the whole or any part of the State."
"Which article states that the Parliament can make laws for the whole or any part of the territory of India, and the Legislature of a State may make laws for the whole or any part of the State?",This is stated in Article 245.
What is the subject-matter of laws made by Parliament and by the Legislatures of States according to Article 246?,"According to Article 246, Parliament has exclusive power to make laws with respect to any of the matters enumerated in the Union List. Both Parliament and the Legislature of any State have power to make laws with respect to any of the matters enumerated in the Concurrent List. The Legislature of any State has exclusive power to make laws for such State or any part thereof with respect to any of the matters enumerated in the State List."
"Which entity has the exclusive power to make laws with respect to the matters enumerated in the Union List, and who has the power to make laws with respect to the matters enumerated in the Concurrent List and State List according to Article 246?","According to Article 246, Parliament has exclusive power to make laws with respect to any of the matters enumerated in the Union List. Both Parliament and the Legislature of any State have power to make laws with respect to any of the matters enumerated in the Concurrent List. The Legislature of any State has exclusive power to make laws for such State or any part thereof with respect to any of the matters enumerated in the State List."
What power does Parliament have under Article 246A?,"Under Article 246A, Parliament and the Legislature of every State have power to make laws with respect to goods and services tax imposed by the Union or by such State."
Which article gives Parliament and the Legislature of every State the power to make laws with respect to goods and services tax imposed by the Union or by such State?,Article 246A gives Parliament and the Legislature of every State this power.
"Who has the exclusive power to make laws with respect to goods and services tax where the supply of goods, or of services, or both takes place in the course of inter-State trade or commerce?",Parliament
Which body has the power to make laws regarding the goods and services tax in the context of inter-State trade or commerce?,Parliament
"When do the provisions of this article, in respect of goods and services tax referred to in clause (5) of article 279A, take effect?",From the date recommended by the Goods and Services Tax Council
"What determines the date when the provisions of this article, in respect of goods and services tax referred to in clause (5) of article 279A, take effect?",The date recommended by the Goods and Services Tax Council
"What can Parliament provide for, notwithstanding anything in this Chapter?",The establishment of any additional courts for the better administration of laws made by Parliament or of any existing laws with respect to a matter enumerated in the Union List
What does the establishment of any additional courts for the better administration of laws made by Parliament or of any existing laws with respect to a matter enumerated in the Union List refer to?,"It refers to what Parliament can provide for, notwithstanding anything in this Chapter."
What is the Parliament's power according to article 248?,"Parliament has exclusive power to make any law with respect to any matter not enumerated in the Concurrent List or State List, including the power of making any law imposing a tax not mentioned in either of those Lists"
"Which body has exclusive power to make any law with respect to any matter not enumerated in the Concurrent List or State List, and can impose a tax not mentioned in either of those Lists, according to the constitution?",Parliament
Under what conditions can the Parliament legislate with respect to goods and services tax provided under article 246A or a matter in the State List in the national interest?,If the Council of States has declared by resolution supported by not less than two-thirds of the members present and voting that it is necessary or expedient in the national interest that Parliament should make laws with respect to any matter enumerated in the State List specified in the resolution
What is the necessary procedure for the Parliament to make laws with respect to any matter enumerated in the State List specified in the resolution?,The Council of States has to declare by resolution supported by not less than two-thirds of the members present and voting that it is necessary or expedient in the national interest.
For how long does a resolution passed under clause (1) remain in force?,For such period not exceeding one year as may be specified therein
What is the maximum duration that a resolution under clause (1) can remain in force if specified?,One year
What happens to a resolution passed in the manner provided in clause (1)?,Such resolution shall continue in force for a further period of one year from the date on which under this clause it would otherwise have ceased to be in force.
How long will a resolution passed in the manner provided in clause (1) continue in force from the date on which it would otherwise have ceased to be in force?,Such resolution shall continue in force for a further period of one year.
What happens to a law made by Parliament under clause (1) after the resolution has ceased to be in force?,"It shall, to the extent of the incompetency, cease to have effect on the expiration of a period of six months after the resolution has ceased to be in force, except as respects things done or omitted to be done before the expiration of the said period."
What is the duration for a law made by Parliament under clause (1) to cease to have effect after the resolution has ceased to be in force and what are the exceptions to it?,"The law shall cease to have effect on the expiration of a period of six months after the resolution has ceased to be in force, except as respects things done or omitted to be done before the expiration of the said period."
What power does Parliament have during a Proclamation of Emergency according to article 250?,"Parliament shall, while a Proclamation of Emergency is in operation, have power to make laws for the whole or any part of the territory of India with respect to any of the matters enumerated in the State List."
What authority is granted to Parliament in regards to making laws for the whole or any part of the territory of India with respect to any of the matters enumerated in the State List during a Proclamation of Emergency?,"According to article 250, during a Proclamation of Emergency, Parliament has the power to make laws for the whole or any part of the territory of India."
What happens to a law made by Parliament during a Proclamation of Emergency after it has ceased to operate?,"It shall, to the extent of the incompetency, cease to have effect on the expiration of a period of six months after the Proclamation has ceased to operate, except as respects things done or omitted to be done before the expiration of the said period."
When does a law made by Parliament during a Proclamation of Emergency cease to have effect after the Proclamation has ceased to operate?,"It ceases to have effect on the expiration of a period of six months after the Proclamation has ceased to operate, except as respects things done or omitted to be done before the expiration of the said period."
What is stated in article 251 regarding the inconsistency between laws made by Parliament and the Legislatures of States?,"Nothing in articles 249 and 250 shall restrict the power of the Legislature of a State to make any law which under this Constitution it has power to make, but if any provision of a law made by the Legislature of a State is repugnant to any provision of a law made by Parliament which Parliament has under either of the said articles power to make, the law made by Parliament, whether passed before or after the law made by the Legislature of a State, shall prevail."
What happens if a law made by the Legislature of a State is repugnant to a law made by Parliament under either of articles 249 and 250?,"If a law made by the Legislature of a State is repugnant to a law made by Parliament, which Parliament has under either of the articles 249 and 250 the power to make, the law made by Parliament shall prevail, regardless of whether it was passed before or after the law made by the State Legislature. This is stated in article 251."
What happens when a law made by the Legislature of a State is repugnant to a law made by Parliament?,"The law made by Parliament shall prevail, and the law made by the Legislature of the State shall be inoperative to the extent of the repugnancy, but only as long as the law made by Parliament continues to have effect."
What is the effect of a law made by Parliament on a conflicting law made by the Legislature of a State?,"If a law made by the Legislature of a State is repugnant to a law made by Parliament, the law made by Parliament shall prevail, and the law made by the State Legislature will be inoperative to the extent of the repugnancy. However, this applies only as long as the law made by Parliament is in effect."
What is the power of Parliament to legislate for two or more States by consent and adoption of such legislation by any other State?,"If it appears desirable to the Legislatures of two or more States that any matter should be regulated by Parliament by law, and if resolutions to that effect are passed by all the Houses of the Legislatures of those States, Parliament can pass an act for regulating that matter. Any Act so passed shall apply to such States and to any other State which adopts it afterwards by resolution passed by the House or, where there are two Houses, by each of the Houses of the Legislature of that State."
How can Parliament pass an act that regulates a matter for two or more States and how can other States adopt this act?,"If it appears desirable to the Legislatures of two or more States that any matter should be regulated by Parliament by law, and if resolutions to that effect are passed by all the Houses of the Legislatures of those States, Parliament can pass an act for regulating that matter. Any Act so passed shall apply to such States and to any other State which adopts it afterwards by resolution passed by the House or, where there are two Houses, by each of the Houses of the Legislature of that State."
Can an Act passed by Parliament be amended or repealed by an Act of the Legislature of that State?,"No, any Act passed by Parliament can be amended or repealed by an Act of Parliament passed or adopted in like manner but shall not, as respects any State to which it applies, be amended or repealed by an Act of the Legislature of that State."
Who has the authority to amend or repeal an Act passed by Parliament?,"Any Act passed by Parliament can be amended or repealed by an Act of Parliament passed or adopted in like manner, not by an Act of the Legislature of any State."
"Does Parliament have the power to make any law for implementing any treaty, agreement or convention with any other country?","Yes, Parliament has the power to make any law for the whole or any part of the territory of India for implementing any treaty, agreement or convention with any other country or any decision made at any international conference, association or other body."
"Who has the power to make any law for the whole or any part of the territory of India for implementing any treaty, agreement or convention with any other country or any decision made at any international conference, association or other body?","Parliament has the power to make any law for implementing any treaty, agreement or convention with any other country."
What happens in case of inconsistency between laws made by Parliament and laws made by the Legislatures of States?,"If any provision of a law made by the Legislature of a State is repugnant to any provision of a law made by Parliament which Parliament is competent to enact, the law made by Parliament shall prevail and the law made by the State Legislature shall, to the extent of repugnancy, be void."
"Which law prevails when there is a contradiction between a law made by Parliament and a law made by the Legislature of a State, and what happens to the contradicting state law?","If any provision of a law made by the Legislature of a State is repugnant to any provision of a law made by Parliament which Parliament is competent to enact, the law made by Parliament shall prevail and the law made by the State Legislature shall, to the extent of repugnancy, be void."
"What happens when a state law conflicts with a law made by Parliament or an existing law, according to the Concurrent List?","The law made by Parliament, whether passed before or after the law made by the state, shall prevail and the state law shall be void to the extent of the repugnancy."
"Which law prevails when there is a conflict between a state law and a law made by Parliament, and what happens to the state law?","The law made by Parliament, whether passed before or after the law made by the state, shall prevail and the state law shall be void to the extent of the repugnancy."
What occurs if a law made by the Legislature of a State repugnant to the provisions of an earlier law by Parliament or an existing law has been reserved for the consideration of the President and has received his assent?,The law so made by the Legislature of such State shall prevail in that State.
"What happens when a law made by the Legislature of a State, which contradicts an earlier law by Parliament or an existing law, receives the President's assent after being reserved for his consideration?",The law so made by the Legislature of such State shall prevail in that State.
"Can Parliament make any law with respect to the same matter including a law adding to, amending, varying or repealing the law so made by the Legislature of the State?","Yes, Parliament can enact at any time any law with respect to the same matter including a law adding to, amending, varying or repealing the law so made by the Legislature of the State."
"Is it possible for Parliament to enact at any time any law with respect to the same matter including a law adding to, amending, varying or repealing the law so made by the Legislature of the State?","Yes, Parliament can make any law with respect to the same matter including a law adding to, amending, varying or repealing the law so made by the Legislature of the State."
"What are the requirements for an Act of Parliament or of the Legislature of a State to be regarded as valid, even if some recommendation or previous sanction required by the Constitution was not given?","The Act will be valid if assent to that Act was given by the Governor or the President, depending on who the recommendation required was from."
"In the absence of some recommendation or previous sanction required by the Constitution, under what circumstances can an Act of Parliament or of the Legislature of a State be regarded as valid?","The Act can be regarded as valid if assent to that Act was given by the Governor or the President, depending on who the recommendation required was from."
What is the obligation of States and the Union according to Section 256?,The executive power of every State shall be so exercised as to ensure compliance with the laws made by Parliament and any existing laws.
How should the executive power of every State be exercised according to the laws made by Parliament and any existing laws?,"According to Section 256, the executive power of every State should be exercised so as to ensure compliance with the laws made by Parliament and any existing laws."
What is the main provision of Article 257 of the Indian Constitution?,"The executive power of every State shall be so exercised as not to impede or prejudice the exercise of the executive power of the Union, and the Union has the power to give directions to a State as may appear to the Government of India to be necessary."
"Which article of the Indian Constitution states that the executive power of every State should not impede the exercise of the Union's executive power, and that the Union can give directions to a State as necessary?",Article 257 of the Indian Constitution
What power does the Union have regarding the construction and maintenance of means of communication?,The executive power of the Union extends to the giving of directions to a State as to the construction and maintenance of means of communication declared in the direction to be of national or military importance.
To what extent does the executive power of the Union reach in terms of giving directions to a State for the construction and maintenance of means of communication of national or military importance?,The executive power of the Union extends to the giving of directions to a State as to the construction and maintenance of means of communication declared in the direction to be of national or military importance.
What is the Union's power in relation to the protection of railways within a State?,The executive power of the Union extends to the giving of directions to a State as to the measures to be taken for the protection of the railways within the State.
What does the executive power of the Union extend to in regards to the protection of the railways within a State?,The executive power of the Union extends to the giving of directions to a State as to the measures to be taken for the protection of the railways within the State.
What happens if costs are incurred in excess while carrying out a direction given to a State?,"If costs have been incurred in excess of those which would have been incurred in the discharge of the normal duties of the State, there shall be paid by the Government of India to the State such sum as may be agreed, or, in default of agreement, as may be determined by an arbitrator appointed by the Chief Justice of India."
"Who pays the state if costs have been incurred in excess of those which would have been incurred in the discharge of the normal duties of the State, and how is the sum determined?","The Government of India shall pay the State such sum as may be agreed. If there is no agreement, it will be determined by an arbitrator appointed by the Chief Justice of India."
"What does the Constitution (Forty-fourth Amendment) Act, 1978, s. 33 (w.e.f. 20-6-1979) repeal?","The Constitution (Forty-fourth Amendment) Act, 1978, s. 33 (w.e.f. 20-6-1979) repeals the Assistance to States by deployment of armed forces or other forces of the Union."
"What is repealed by The Constitution (Forty-fourth Amendment) Act, 1978, s. 33 (w.e.f. 20-6-1979)?","The Assistance to States by deployment of armed forces or other forces of the Union is repealed by The Constitution (Forty-fourth Amendment) Act, 1978, s. 33 (w.e.f. 20-6-1979)."
What power does the President have according to article 258 of the Constitution of India?,"According to article 258 of the Constitution of India, the President may, with the consent of the Government of a State, entrust either conditionally or unconditionally to that Government or to its officers functions in relation to any matter to which the executive power of the Union extends."
"What is the function of the Government of a State according to article 258 of the Constitution of India, assuming the President has given consent?","According to article 258 of the Constitution of India, if the President gives consent, the Government of a State or its officers can be entrusted with functions in relation to any matter to which the executive power of the Union extends, either conditionally or unconditionally."
What happens when powers and duties have been conferred or imposed upon a State or officers or authorities thereof under article 258?,"Under article 258, if powers and duties have been conferred or imposed upon a State or officers or authorities thereof, the Government of India shall pay the State such sum as may be agreed, or, in default of agreement, as may be determined by an arbitrator appointed by the Chief Justice of India, in respect of any extra costs of administration incurred by the State in connection with the exercise of those powers and duties."
"What happens in terms of financial compensation when the Government of India confers or imposes powers and duties upon a State, its officers, or authorities under Article 258?","The Government of India shall pay the State such sum as may be agreed upon, or, in default of agreement, as may be determined by an arbitrator appointed by the Chief Justice of India, in respect of any extra costs of administration incurred by the State in connection with the exercise of those powers and duties."
What power does the Governor of a State have according to article 258A?,"According to article 258A, the Governor of a State may, with the consent of the Government of India, entrust either conditionally or unconditionally to that Government or to its officers functions in relation to any matter to which the executive power of the State extends."
"Which article allows the Governor of a State to entrust either conditionally or unconditionally to the Government of India or to its officers functions in relation to any matter to which the executive power of the State extends, with the consent of the Government of India?",Article 258A allows the Governor of a State to entrust these functions.
"What does the Constitution (Seventh Amendment) Act, 1956, s. 29 and Sch. repeal?","The Constitution (Seventh Amendment) Act, 1956, s. 29 and Sch. repeals the Armed Forces in States in Part B of the First Schedule."
What is repealed by the Armed Forces in States in Part B of the First Schedule?,"The Constitution (Seventh Amendment) Act, 1956, s. 29 and Sch."
What jurisdiction does the Union have in relation to territories outside India according to article 260?,"According to article 260, the Government of the Union has jurisdiction in relation to territories outside India."
Which article states that the Government of the Union has jurisdiction in relation to territories outside India?,Article 260 states that the Government of the Union has jurisdiction in relation to territories outside India.
What can the government of India undertake with the agreement of any territory not part of India?,"The government of India can undertake any executive, legislative or judicial functions vested in the Government of such territory."
"What functions can the government of India undertake in a territory not part of India, with their agreement?","The government of India can undertake any executive, legislative or judicial functions vested in the Government of such territory."
What is given full faith and credit throughout the territory of India?,"Public acts, records and judicial proceedings of the Union and of every State are given full faith and credit throughout the territory of India."
"What are public acts, records and judicial proceedings of the Union and of every State given throughout the territory of India?","Public acts, records and judicial proceedings of the Union and of every State are given full faith and credit throughout the territory of India."
What is the capability of final judgments or orders delivered by civil courts in any part of the territory of India?,Final judgments or orders delivered by civil courts in any part of the territory of India shall be capable of execution anywhere within that territory according to law.
Where can final judgments or orders delivered by civil courts in any part of the territory of India be executed?,Final judgments or orders delivered by civil courts in any part of the territory of India can be executed anywhere within that territory according to law.
What provision may the Parliament make with respect to disputes relating to waters of inter-State rivers or river valleys?,"Parliament may by law provide for the adjudication of any dispute or complaint with respect to the use, distribution or control of the waters of, or in, any inter-State river or river valley."
"What can the Parliament do by law in terms of adjudication of any dispute or complaint concerning the use, distribution, or control of the waters of any inter-State river or river valley?","With respect to disputes relating to waters of inter-State rivers or river valleys, the Parliament may make provisions by law for their adjudication."
What restriction can Parliament place on the Supreme Court or any other court with respect to certain disputes?,Parliament may by law provide that neither the Supreme Court nor any other court shall exercise jurisdiction in respect of any such dispute or complaint as is referred to in clause (1).
What provision can be made by Parliament to prevent the Supreme Court or any other court from exercising jurisdiction in respect of certain disputes or complaints?,Parliament may by law provide that neither the Supreme Court nor any other court shall exercise jurisdiction in respect of any such dispute or complaint as is referred to in clause (1).
What is the duty of the Council established if it appears to the President that the public interests would be served?,"The Council is charged with the duty of inquiring into and advising upon disputes which may have arisen between States; and investigating and discussing subjects in which some or all of the States, or the Union and one or more of the States, have a common interest."
What are the responsibilities of the Council when disputes arise between States or when subjects of common interest between some or all States and the Union come up?,"The Council is charged with the duty of inquiring into and advising upon such disputes and investigating and discussing such subjects, especially if it appears to the President that the public interests would be served by its establishment."
What does the 'Finance Commission' refer to in this document?,A Finance Commission constituted under article 280.
Under which article is the 'Finance Commission' constituted as mentioned in this document?,Article 280
Under what conditions can a tax be levied or collected according to this text?,A tax can be levied or collected only by the authority of law.
Who has the authority to levy or collect a tax according to this text?,Only the authority of law can levy or collect a tax.
What forms the 'Consolidated Fund of India' according to this document?,"All revenues received by the Government of India, all loans raised by that Government by the issue of treasury bills, loans or ways and means advances and all moneys received by that Government in repayment of loans."
What does the Government of India include in the 'Consolidated Fund of India'?,"All revenues received by the Government of India, all loans raised by that Government by the issue of treasury bills, loans or ways and means advances and all moneys received by that Government in repayment of loans."
What forms the 'Consolidated Fund of the State' according to this document?,"All revenues received by the Government of a State, all loans raised by that Government by the issue of treasury bills, loans or ways and means advances and all moneys received by that Government in repayment of loans."
"What does 'All revenues received by the Government of a State, all loans raised by that Government by the issue of treasury bills, loans or ways and means advances and all moneys received by that Government in repayment of loans' constitute according to this document?",It forms the 'Consolidated Fund of the State'.
Where should all other public moneys received by or on behalf of the Government of India or the Government of a State be credited?,"They should be credited to the public account of India or the public account of the State, as the case may be."
Where should the public moneys received by or on behalf of the Government of India or the Government of a State be credited?,"They should be credited to the public account of India or the public account of the State, depending on whether the money was received on behalf of the Government of India or the Government of a State."
Under what conditions can moneys be appropriated from the Consolidated Fund of India or the Consolidated Fund of a State?,No moneys can be appropriated except in accordance with law and for the purposes and in the manner provided in this Constitution.
What is required for moneys to be appropriated from the Consolidated Fund of India or the Consolidated Fund of a State?,No moneys can be appropriated except in accordance with law and for the purposes and in the manner provided in this Constitution.
What is the purpose of the Contingency Fund of India?,The Contingency Fund of India is established to enable advances to be made by the President for the purposes of meeting unforeseen expenditure pending authorisation of such expenditure by Parliament.
Who is enabled to make advances for meeting unforeseen expenditure pending authorisation by Parliament through the Contingency Fund of India?,The President is enabled to make advances for meeting unforeseen expenditure pending authorisation by Parliament through the Contingency Fund of India.
Who has the disposal of the Contingency Fund of the State?,The Contingency Fund of the State is placed at the disposal of the Governor of the State.
Who is the Contingency Fund of the State placed at the disposal of?,The Contingency Fund of the State is placed at the disposal of the Governor of the State.
What is the purpose of the Contingency Fund of the State?,The Contingency Fund of the State is established to enable advances to be made by the Governor for the purposes of meeting unforeseen expenditure pending authorisation of such expenditure by the Legislature of the State.
